









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Red-headed Woodpecker (<em class="sci">Melanerpes erythrocephalus</em>)	0.0043725	0.0087015	0.0021661	0.0021164	0.0031397	0.0023895	4.136E-4	0.0021771	0.0014771	0.0013514	0.0	0.0016207	0.001345	0.0011669	0.0	4.554E-4	4.666E-4	7.713E-4	6.741E-4	0.0	0.0015	0.0	3.369E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	7.092E-4	5.669E-4	0.0	0.0	0.0	0.0010111	0.004779	0.0061425	0.0012755	0.0011086	
Red-bellied Woodpecker (<em class="sci">Melanerpes carolinus</em>)	0.0209882	0.0187416	0.0252708	0.0259259	0.0204082	0.0232975	0.0260546	0.0232221	0.0243722	0.0236486	0.0226443	0.0291734	0.0195024	0.0169195	0.0154854	0.0154827	0.0097993	0.0092557	0.0117964	0.0072409	0.0039272	0.0061483	0.004717	0.006813	0.0038388	0.0054446	0.0039761	0.003003	0.0027829	0.0021552	0.0017234	0.0036642	0.0035	0.0023574	0.0022676	0.0034517	0.0095808	0.0085333	0.0177305	0.0272109	0.0231884	0.0332986	0.0315671	0.041456	0.0298686	0.0540541	0.0280612	0.0288248	
American Three-toed Woodpecker (<em class="sci">Picoides dorsalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.543E-4	
Black-backed Woodpecker (<em class="sci">Picoides arcticus</em>)	4.373E-4	6.693E-4	0.0	0.0015873	7.849E-4	0.0	0.0	0.0	0.0	6.757E-4	0.0	5.402E-4	6.725E-4	0.0	5.956E-4	4.554E-4	4.666E-4	0.0	3.37E-4	0.0011433	4.134E-4	0.0	3.369E-4	7.57E-4	6.398E-4	3.63E-4	0.0015	3.003E-4	0.0015	8.621E-4	4.308E-4	6.662E-4	0.001	0.0	4.535E-4	4.931E-4	0.0023952	0.0010667	0.0021277	0.0015	0.0019324	0.0	0.0011274	0.0010111	0.0011947	0.0	6.378E-4	0.0011086	
Downy Woodpecker (<em class="sci">Dryobates pubescens</em>)	0.1692173	0.1840696	0.1906137	0.1730159	0.1954474	0.2634409	0.2733664	0.1843251	0.1986706	0.2	0.2344777	0.2279849	0.2454607	0.2590432	0.2215605	0.2591075	0.2449837	0.2406479	0.2109875	0.1373857	0.118024	0.1048825	0.1185984	0.127681	0.1269994	0.153902	0.1300199	0.1306306	0.1192022	0.1349138	0.1460577	0.1365756	0.1435	0.1329562	0.1092971	0.1385602	0.1652695	0.1482667	0.1702128	0.1774376	0.1816425	0.1633715	0.151071	0.1415571	0.1732378	0.1719902	0.1747449	0.1779379	
Hairy Woodpecker (<em class="sci">Dryobates villosus</em>)	0.1665938	0.1733601	0.1884477	0.1756614	0.1860283	0.2586619	0.280397	0.1683599	0.16839	0.1756757	0.1957633	0.1609941	0.1761937	0.1785298	0.1697439	0.181694	0.1866542	0.1804859	0.1779575	0.1650152	0.1461348	0.1222423	0.1068059	0.0956346	0.0927703	0.0954628	0.0878728	0.0813814	0.0816327	0.0788793	0.088324	0.1099267	0.1065	0.1046676	0.0893424	0.1025641	0.1347305	0.1258667	0.1432624	0.1672336	0.1623188	0.1519251	0.1803833	0.1627907	0.1600956	0.1830467	0.1690051	0.1912417	
Downy/Hairy Woodpecker (<em class="sci">Dryobates pubescens/villosus</em>)	0.0056843	0.0040161	0.0050542	0.0058201	0.0023548	0.0113501	0.0082713	0.0043541	0.0059084	0.0027027	0.0073046	0.0059427	0.0047075	0.0110852	0.0071471	0.0059199	0.0111993	0.0042422	0.0060667	0.0026677	0.0051674	0.003255	0.0020216	0.003785	0.0025592	0.0018149	0.0011928	0.0024024	0.0018553	0.0034483	0.0021542	0.0026649	0.0015	0.0047148	0.0036281	0.0059172	0.0041916	0.0058667	0.0106383	0.0045351	0.0057971	0.0062435	0.005637	0.0060667	0.0011947	0.0	6.378E-4	0.0038803	
Pileated Woodpecker (<em class="sci">Dryocopus pileatus</em>)	0.0459117	0.0394913	0.032491	0.0407407	0.043956	0.0412186	0.0525227	0.0515239	0.0413589	0.047973	0.0664719	0.0842788	0.070612	0.1056009	0.099464	0.1142987	0.1185254	0.1122252	0.1031345	0.0844131	0.0845391	0.0705244	0.0687332	0.0577845	0.0585413	0.0479129	0.0568588	0.048048	0.0533395	0.0482759	0.0624731	0.0709527	0.0965	0.0740217	0.078458	0.0616371	0.0742515	0.0645333	0.0432624	0.0493197	0.0386473	0.0447451	0.0304397	0.0293225	0.0358423	0.0405405	0.0471939	0.0482262	
Northern Flicker (<em class="sci">Colaptes auratus</em>)	0.0030608	0.0	0.0028881	0.0015873	0.0047096	0.0077658	0.0062035	0.009434	0.0096012	0.002027	7.305E-4	0.0070232	0.0295898	0.0904317	0.1870161	0.2377049	0.2244517	0.1797146	0.1671722	0.1278582	0.1109963	0.0846293	0.1041105	0.101186	0.0943698	0.0834846	0.1069583	0.1024024	0.0751391	0.075431	0.0749677	0.1005996	0.149	0.1871759	0.2185941	0.1854043	0.1365269	0.0650667	0.0326241	0.0340136	0.0183575	0.0135276	0.0124014	0.0040445	0.0059737	0.0061425	0.0057398	0.0027716	
woodpecker sp. (<em class="sci">Picidae sp.</em>)	0.0013118	6.693E-4	7.22E-4	5.291E-4	0.0	0.0	4.136E-4	0.0	7.386E-4	0.0	7.305E-4	5.402E-4	0.0	0.0011669	0.0011912	0.0013661	0.0013999	7.713E-4	0.0010111	3.811E-4	0.002067	7.233E-4	0.0016846	0.0017663	0.0025592	0.0010889	3.976E-4	0.0012012	9.276E-4	0.0012931	0.0017234	9.993E-4	5.0E-4	0.0018859	0.0	9.862E-4	0.0017964	5.333E-4	0.0	0.0011338	0.0	0.0	0.0	0.0020222	0.0	0.0	6.378E-4	0.0	
American Kestrel (<em class="sci">Falco sparverius</em>)	4.373E-4	0.0	0.0	0.0	0.0015	0.0	0.0	7.257E-4	0.0	0.0015	0.0	0.0037817	0.0121049	0.0180863	0.0196546	0.0186703	0.0111993	0.0084844	0.0087631	0.0047637	0.0053741	0.0039783	0.0043801	0.0042897	0.0054383	0.0061706	0.0059642	0.0075075	0.005102	0.0021552	0.0051702	0.008994	0.027	0.039604	0.0571429	0.0404339	0.0185629	0.0128	0.0049645	0.0017007	0.0048309	0.0010406	0.0015	0.0	0.0011947	0.0012285	6.378E-4	0.0	
Merlin (<em class="sci">Falco columbarius</em>)	8.745E-4	0.0	7.22E-4	0.0021164	0.0031397	0.0	8.271E-4	0.0021771	0.0014771	0.0015	0.0021914	0.002161	0.0020175	0.0070012	0.016081	0.0168488	0.0195987	0.018897	0.016515	0.0116235	0.0150889	0.0065099	0.0084232	0.0065607	0.0076775	0.0087114	0.0099404	0.0138138	0.0236549	0.0150862	0.0189573	0.0293138	0.035	0.0598774	0.0770975	0.0645957	0.0461078	0.0282667	0.0205674	0.021542	0.0086957	0.0072841	0.005637	0.0010111	0.0	0.002457	0.0	0.001663	
Gyrfalcon (<em class="sci">Falco rusticolus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Peregrine Falcon (<em class="sci">Falco peregrinus</em>)	0.0030608	6.693E-4	0.0028881	0.0037037	0.0015699	0.0017921	0.0016543	0.0021771	7.386E-4	0.0033784	0.0065741	0.002161	0.00538	0.0070012	0.0107207	0.0086521	0.0107326	0.010027	0.0158409	0.0247713	0.0281108	0.0260398	0.0219003	0.0232147	0.0255918	0.0232305	0.0206759	0.0237237	0.0153061	0.0116379	0.0116329	0.0093271	0.0135	0.0221594	0.0326531	0.0325444	0.0257485	0.0208	0.0212766	0.0136054	0.0125604	0.0104058	0.005637	0.008089	0.0059737	0.002457	0.002551	0.0011086	
large falcon sp. (<em class="sci">Falco sp. (large falcon sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
small falcon sp. (<em class="sci">Falco sp. (small falcon sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.617E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.308E-4	0.0	0.0	0.0	0.0	9.862E-4	0.0	0.0	0.0	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
falcon sp. (<em class="sci">Falco sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	0.0	0.0	3.857E-4	3.37E-4	1.905E-4	0.0	0.0015	0.0	0.0	3.199E-4	0.0	0.0	3.003E-4	0.0	0.0	4.308E-4	0.0	0.0	0.0	4.535E-4	4.931E-4	0.0	0.0015	7.092E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
diurnal raptor sp. (<em class="sci">Accipitriformes/Falconiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.976E-4	0.0	0.0	4.31E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.378E-4	0.0	
Olive-sided Flycatcher (<em class="sci">Contopus cooperi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0030334	0.0085747	0.0103348	0.0050633	0.0030323	0.0032803	0.0025592	0.0021779	0.0023857	0.006006	0.0032468	0.0060345	0.0038776	0.0039973	0.0055	9.43E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Wood-Pewee (<em class="sci">Contopus virens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001157	0.0067408	0.0615473	0.0930136	0.0614828	0.0589623	0.0522332	0.0524632	0.0395644	0.0473161	0.0438438	0.0384972	0.0482759	0.0517019	0.0379747	0.0255	0.0179161	0.0072562	0.0069034	5.988E-4	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Eastern Wood-Pewee (<em class="sci">Contopus sordidulus/virens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
pewee sp. (Contopus sp.) (<em class="sci">Contopus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-bellied Flycatcher (<em class="sci">Empidonax flaviventris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013482	0.0150534	0.0198429	0.0195298	0.0168464	0.0123644	0.0111964	0.0047187	0.005169	0.0021021	0.0032468	0.0047414	0.005601	0.0123251	0.006	0.0023574	0.0022676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder Flycatcher (<em class="sci">Empidonax alnorum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.713E-4	0.0202224	0.1209985	0.1996693	0.1529837	0.1317385	0.0830179	0.0463852	0.0500907	0.0552684	0.0687688	0.0542672	0.0297414	0.0150797	0.0099933	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher (<em class="sci">Empidonax traillii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030488	0.004754	0.0028933	3.369E-4	0.0010093	6.398E-4	3.63E-4	0.0	3.003E-4	0.0	0.0	4.308E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder/Willow Flycatcher (Traill's Flycatcher) (<em class="sci">Empidonax alnorum/traillii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013999	0.0019283	0.0026963	0.0036204	0.0053741	0.0025316	0.0020216	0.0012617	3.199E-4	7.26E-4	0.0023857	0.0015015	0.0037106	0.0017241	0.0021542	0.0036642	0.003	0.0018859	0.0013605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Flycatcher (<em class="sci">Empidonax minimus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027998	0.0154261	0.0515672	0.0417302	0.0299711	0.0227848	0.0208895	0.0138784	0.0111964	0.0101633	0.0055666	0.0072072	0.005102	0.0056034	0.0146489	0.0226516	0.0205	0.0070721	0.0072562	0.0014793	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Empidonax sp. (<em class="sci">Empidonax sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0030852	0.0026963	0.0078125	0.0055808	0.001085	0.0033693	0.0020187	0.0015995	0.0021779	0.0019881	0.0027027	0.0032468	0.0038793	0.0051702	0.0136576	0.0135	0.0061292	0.0045351	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Phoebe (<em class="sci">Sayornis phoebe</em>)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757E-4	0.0	0.0070232	0.067922	0.2345391	0.3001787	0.2773224	0.2482501	0.2190513	0.2403101	0.2092226	0.165771	0.1815552	0.1404987	0.1286904	0.1484325	0.123775	0.116501	0.1069069	0.096475	0.0974138	0.0831538	0.0729514	0.082	0.0957096	0.0952381	0.0823471	0.057485	0.024	0.0177305	0.0056689	0.0028986	0.0010406	0.0011274	0.0	0.0	0.0015	6.378E-4	0.0	
Great Crested Flycatcher (<em class="sci">Myiarchus crinitus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333E-4	0.00887	0.0252781	0.0516387	0.0415461	0.039783	0.027965	0.0244764	0.0175944	0.0137931	0.0107356	0.0108108	0.0069573	0.0030172	0.0025851	0.0013324	0.0015	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Kingbird (<em class="sci">Tyrannus verticalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011274	0.0	0.0	0.0	0.0	0.0	
Eastern Kingbird (<em class="sci">Tyrannus tyrannus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	0.0032664	0.0127266	0.0269633	0.0402058	0.0254237	0.0256781	0.0235849	0.0191774	0.0166347	0.0112523	0.0166998	0.0168168	0.0143785	0.0116379	0.0155106	0.0176549	0.0135	0.0047148	0.0018141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scissor-tailed Flycatcher (<em class="sci">Tyrannus forficatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0074411	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world flycatcher sp. (<em class="sci">Tyrannidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.523E-4	0.0	3.63E-4	0.0	0.0	9.276E-4	0.0	0.0	0.0	0.0	0.0015	0.0	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-eyed Vireo (<em class="sci">Vireo griseus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010667	0.0	0.0011338	9.662E-4	0.0	0.0011274	0.0	0.0015	0.0	0.0	0.0	
Yellow-throated Vireo (<em class="sci">Vireo flavifrons</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0015	3.811E-4	4.134E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-headed Vireo (<em class="sci">Vireo solitarius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041691	0.0491803	0.1619225	0.2240648	0.222784	0.1690168	0.1539893	0.1598553	0.1431941	0.1529145	0.165707	0.1288566	0.1359841	0.1111111	0.0663265	0.0491379	0.0448083	0.0386409	0.045	0.0504479	0.0634921	0.0734714	0.0712575	0.0352	0.0219858	0.0045351	9.662E-4	0.0010406	0.0011274	0.0010111	0.0	0.0	0.0	5.543E-4	
Philadelphia Vireo (<em class="sci">Vireo philadelphicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0057297	0.0070503	0.0039272	0.003255	0.0016846	2.523E-4	0.0	0.0	0.0015905	6.006E-4	0.0018553	8.621E-4	0.0034468	0.0073284	0.019	0.0207449	0.0131519	0.004931	0.0023952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Warbling Vireo (<em class="sci">Vireo gilvus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013999	0.0023139	0.0060667	0.0055259	0.0039272	0.0065099	0.0050539	0.0040373	0.0067179	0.0043557	0.0023857	0.0024024	0.0018553	0.0021552	0.0017234	0.0016656	0.005	0.0028289	0.0018141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-eyed Vireo (<em class="sci">Vireo olivaceus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013999	0.0134979	0.0788675	0.2936357	0.3261678	0.3576854	0.3406334	0.3133989	0.3294946	0.3154265	0.3280318	0.2894895	0.2128942	0.1737069	0.1589832	0.143571	0.15	0.1324847	0.10839	0.0710059	0.0365269	0.0064	0.0021277	5.669E-4	0.0038647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
vireo sp. (<em class="sci">Vireo sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0	6.741E-4	1.905E-4	0.0	3.617E-4	0.0	0.0	0.0	0.0	3.976E-4	0.0	4.638E-4	0.0015	0.0	0.0	0.0	4.715E-4	9.07E-4	0.0	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shrike (<em class="sci">Lanius borealis</em>)	0.0083078	0.0093708	0.0072202	0.0095238	0.0070644	0.0071685	0.0053763	0.0065312	0.0014771	0.0074324	0.0087655	0.0054025	0.004035	0.0023337	0.0	0.0	4.666E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011338	0.0019324	0.0052029	0.0067644	0.0050556	0.0095579	0.007371	0.0076531	0.0055432	
Canada Jay (<em class="sci">Perisoreus canadensis</em>)	4.373E-4	0.0013387	0.001444	0.0015873	0.0031397	5.974E-4	0.0012407	0.0015	0.0014771	0.002027	7.305E-4	0.0015	0.0	0.0011669	5.956E-4	4.554E-4	4.666E-4	3.857E-4	3.37E-4	7.622E-4	0.0015	3.617E-4	3.369E-4	0.0012617	0.0015995	3.63E-4	7.952E-4	9.009E-4	4.638E-4	0.0012931	8.617E-4	6.662E-4	0.001	4.715E-4	0.0	4.931E-4	0.0017964	0.0021333	0.0015	5.669E-4	0.0019324	0.0041623	0.0022548	0.0030334	0.0	0.0012285	6.378E-4	0.0022173	
Blue Jay (<em class="sci">Cyanocitta cristata</em>)	0.2326192	0.1921017	0.2353791	0.2100529	0.2056515	0.2789725	0.3151365	0.2111756	0.2075332	0.2304054	0.2366691	0.2771475	0.271688	0.2462077	0.2376415	0.2641166	0.2771815	0.3532588	0.3795079	0.3309832	0.290616	0.2900542	0.2543801	0.2475397	0.2607166	0.2395644	0.2425447	0.233033	0.2189239	0.2142241	0.2425679	0.2954697	0.3575	0.3866101	0.3981859	0.4299803	0.4125749	0.4128	0.4163121	0.4115646	0.3932367	0.33923	0.2818489	0.247725	0.1983274	0.2174447	0.2123724	0.2095344	
American Crow (<em class="sci">Corvus brachyrhynchos</em>)	0.5478793	0.4966533	0.4953069	0.5275132	0.5023548	0.5113501	0.5454921	0.5464441	0.5649926	0.5641892	0.5850986	0.5969746	0.5716207	0.5711785	0.5503276	0.5186703	0.5100327	0.4978789	0.5183687	0.5141006	0.5318313	0.4578662	0.4528302	0.4393137	0.4296225	0.4392015	0.4628231	0.4702703	0.4512987	0.4702586	0.4795347	0.4936709	0.5275	0.5011787	0.5092971	0.5276134	0.542515	0.5658667	0.5744681	0.5980726	0.5642512	0.5483871	0.5738444	0.5551062	0.5304659	0.5110565	0.5854592	0.5637472	
crow sp. (<em class="sci">Corvus sp. (crow sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	3.331E-4	0.0	0.0	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Raven (<em class="sci">Corvus corax</em>)	0.1141233	0.1017403	0.1097473	0.0989418	0.1020408	0.0902031	0.0847808	0.0950653	0.0967504	0.0891892	0.1044558	0.0907618	0.0854069	0.1026838	0.1191185	0.1215847	0.1273915	0.1207096	0.1186384	0.1128049	0.1171972	0.1030741	0.0892857	0.096644	0.1078055	0.0889292	0.0874751	0.0921922	0.0820965	0.0896552	0.0978027	0.1139241	0.1385	0.1254125	0.1505669	0.1558185	0.1467066	0.1573333	0.1205674	0.1530612	0.1555556	0.1373569	0.1307779	0.1415571	0.1158901	0.1142506	0.130102	0.1291574	
crow/raven sp. (<em class="sci">Corvus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.523E-4	3.199E-4	0.0	0.0011928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-capped Chickadee (<em class="sci">Poecile atricapillus</em>)	0.4643638	0.4390897	0.4779783	0.4481481	0.4301413	0.4982079	0.5669975	0.4078374	0.4401773	0.4432432	0.4558072	0.465154	0.4694015	0.4789965	0.4871948	0.5177596	0.5258983	0.4932511	0.4617459	0.4058689	0.3778421	0.3432188	0.3372642	0.3207166	0.3470889	0.3658802	0.4166998	0.3987988	0.3664193	0.4107759	0.4299871	0.4277149	0.4825	0.4644036	0.4770975	0.4916174	0.5155689	0.5104	0.5141844	0.5255102	0.5004831	0.4901145	0.4723788	0.4833165	0.4635603	0.4361179	0.4585459	0.4684035	
Boreal Chickadee (<em class="sci">Poecile hudsonicus</em>)	8.745E-4	0.0	7.22E-4	0.0010582	7.849E-4	0.0	4.136E-4	0.0	7.386E-4	0.0	7.305E-4	0.0	6.725E-4	5.834E-4	5.956E-4	4.554E-4	0.0	0.001157	0.0013482	3.811E-4	4.134E-4	0.0018083	0.0020216	5.047E-4	6.398E-4	0.0010889	3.976E-4	0.0015015	0.0015	4.31E-4	0.0015	0.0016656	0.001	4.715E-4	9.07E-4	4.931E-4	5.988E-4	0.0010667	7.092E-4	0.0	0.0015	0.0	0.0011274	0.0020222	0.0	0.0	6.378E-4	0.001663	
chickadee sp. (<em class="sci">Poecile sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
